Item,Item Name,Item Group,Warehouse,Stock UOM,Balance Qty,Balance Value,Opening Qty,Opening Value,In Qty,In Value,Out Qty,Out Value,Valuation Rate,Reserved Stock,Company
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,250,479177.5,293,561596.03,0,0,43,82418.53,1916.71,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,267,787650,267,787650,0,0,0,0,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Okoli Nnaemeka Augustine Logistics - Novacare Ltd - NL,Nos,9,18000,9,18000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Omoga Victor Ohe-obe Logistics - Novacare Ltd - NL,Nos,5,14000,5,14000,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,20,50000,20,50000,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,557,1671000,375,1122250,320,960000,138,411250,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Changfa Jesse David - Novacare Ltd - NL,Nos,3,15000,3,15000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,242,713900,119,343050,160,480000,37,109150,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,22,55000,22,55000,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,60,300000,61,305000,0,0,1,5000,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,12,60000,12,60000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,51,81600,51,81600,0,0,0,0,1600,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,353,706000,363,726000,0,0,10,20000,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,40,100000,40,100000,0,0,0,0,2500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,18,90000,18,90000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,21,58800,21,58800,0,0,0,0,2800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,13,26000,13,26000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,46,230000,46,230000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,400,1197217.6,408,1220939.36,0,0,8,23721.76,2993.044,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,60,300000,60,300000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,18,90000,18,90000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,219,313262.89,263,397096.53,0,0,44,83833.64,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Stores - NL,Nos,4,11200,4,11200,0,0,0,0,2800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Stores - NL,Nos,1451,7255000,1556,7780000,0,0,105,525000,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Stores - NL,Nos,11303,33927500,15597,46791000,26,96500,4320,12960000,3001.637,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Stores - NL,Nos,930,1860000,930,1860000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Stores - NL,Nos,6335,22172500,6375,22312500,0,0,40,140000,3500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,60,300000,60,300000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,13,26000,13,26000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,21,105000,23,115000,0,0,2,10000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,152,289607.12,328,630868.72,0,0,176,341261.6,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,34,91580.7,34,91580.7,0,0,0,0,2693.55,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,28,70000,28,70000,0,0,0,0,2500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,20,40000,20,40000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,271,526849.6,271,526849.6,0,0,0,0,1944.094,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,22,61600,22,61600,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,468,909347.2,468,909347.2,0,0,0,0,1943.05,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,752,2234400,479,1413050,320,960000,47,138650,2971.277,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,76,380000,76,380000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,106,410000,112,440000,0,0,6,30000,3867.925,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,70,189000,70,189000,0,0,0,0,2700,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,48,240000,51,255000,0,0,3,15000,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,12,60000,12,60000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,122,550000,122,550000,0,0,0,0,4508.197,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,8,16000,8,16000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,28,101232.88,28,101232.88,0,0,0,0,3615.46,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,300,900000,349,1045550,0,0,49,145550,3000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,13,23400,13,23400,0,0,0,0,1800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,27,135000,27,135000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,42,210000,43,215000,0,0,1,5000,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,17,34000,17,34000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,149,447000,183,547850,0,0,34,100850,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,37,185000,37,185000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,22,110000,24,120000,0,0,2,10000,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,25,95588.25,26,100588.25,0,0,1,5000,3823.53,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,26,65000,26,65000,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,65,325000,65,325000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,138,276000,151,302000,0,0,13,26000,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,17,34000,17,34000,0,0,0,0,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,11,19800,11,19800,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,110,550000,110,550000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,49,245000,50,250000,0,0,1,5000,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,93,405000,93,405000,0,0,0,0,4354.839,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,FLYMARK LOGISTICS KD - Novacare Ltd - NL,Nos,300,600000,307,614000,0,0,7,14000,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,103,257500,103,257500,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,10,15000,10,15000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,263,789000,309,927000,0,0,46,138000,3000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,50,140000,50,140000,0,0,0,0,2800,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,1,1800,1,1800,0,0,0,0,1800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Okoli Nnaemeka Augustine Logistics - Novacare Ltd - NL,Nos,68,340000,69,345000,0,0,1,5000,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,4,8000,4,8000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Omoga Victor Ohe-obe Logistics - Novacare Ltd - NL,Nos,45,225000,45,225000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,22,110000,22,110000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,433,1018000,448,1048000,0,0,15,30000,2351.039,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,45,225000,45,225000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,80,240000,204,609800,0,0,124,369800,3000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,45,81000,45,81000,0,0,0,0,1800,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,22,55000,22,55000,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,159,318000,159,318000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,40,64000,40,64000,0,0,0,0,1600,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,210,619500,210,619500,0,0,0,0,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,23,57500,23,57500,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,43,215000,43,215000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,285,855000,330,989500,0,0,45,134500,3000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,155,457250,178,508000,0,0,23,50750,2950,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,47,94000,47,94000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,66,132000,66,132000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,312,624000,312,624000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,35,175000,35,175000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,15,37500,15,37500,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,40,200000,40,200000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,463,1350993.27,210,584975,320,960000,67,193981.73,2917.912,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,28,70000,28,70000,0,0,0,0,2500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,218,910000,185,805000,40,140000,7,35000,4174.312,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,18,45000,18,45000,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,313,931350,334,980000,0,0,21,48650,2975.559,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,6,12000,6,12000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,101,505000,101,505000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,26,130000,26,130000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,40,80000,40,80000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,665,1961750,686,2023700,0,0,21,61950,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Changfa Jesse David - Novacare Ltd - NL,Nos,17,42500,17,42500,0,0,0,0,2500,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,1,1248.99,1,1248.99,0,0,0,0,1248.99,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,21,52500,21,52500,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,74,207200,74,207200,0,0,0,0,2800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,77,385000,77,385000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Adeyinka Ekundayo Isreal Logistics - Novacare Ltd - NL,Nos,35,175000,35,175000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,23,46000,23,46000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,31,155000,31,155000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,41,114800,41,114800,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,60,120000,60,120000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,76,380000,6,30000,70,350000,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,15,30000,15,30000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,11,22000,11,22000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Shittu Adebamke Yusuff Logistics - Novacare Ltd - NL,Nos,33,82500,33,82500,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,76,224200,76,224200,0,0,0,0,2950,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,194,572300,204,601800,0,0,10,29500,2950,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,316,940200,174,513300,160,480000,18,53100,2975.316,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,13,26000,13,26000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,280,840000,347,1039650,0,0,67,199650,3000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,371,902000,377,914000,0,0,6,12000,2431.267,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,14,42000,14,42000,0,0,0,0,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,61,305000,61,305000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,25,32500,25,32500,0,0,0,0,1300,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,151,755000,151,755000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,391,1161450,407,1208650,0,0,16,47200,2970.46,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,16,32000,16,32000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,380,1121000,393,1159350,0,0,13,38350,2950,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,443,2790850,496,2947200,0,0,53,156350,6299.887,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,298,887100,307,913650,0,0,9,26550,2976.846,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,350,1016000,359,1037600,0,0,9,21600,2902.857,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,406,1209700,487,1448650,0,0,81,238950,2989.409,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,32,64000,32,64000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,47,114000,47,114000,0,0,0,0,2425.532,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,182,544900,266,792700,0,0,84,247800,2993.956,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,8,9991.92,8,9991.92,0,0,0,0,1248.99,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,10,20000,10,20000,0,0,0,0,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,13,16236.87,13,16236.87,0,0,0,0,1248.99,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,282,818704.94,165,458084.55,160,480000,43,119379.61,2903.209,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,536,1041314,558,1084054.5,0,0,22,42740.5,1942.75,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,12,14987.88,12,14987.88,0,0,0,0,1248.99,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,470,895495.7,496,946548.8,0,0,26,51053.1,1905.31,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Abu Momoh Logistics - Novacare Ltd - NL,Nos,370,892000,370,892000,0,0,0,0,2410.811,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,12,15600,12,15600,0,0,0,0,1300,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Ibitoye adewale Logistics - Novacare Ltd - NL,Nos,25,125000,25,125000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,16,19983.84,16,19983.84,0,0,0,0,1248.99,0,Novacare Ltd
